Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2019,102311,Veterans Square strip center & office bldg,Not Submitted,4827 4855 N MILWAUKEE AVE,,0.0,false,JEFFERSON PARK,,,,,,,,,,,,,,,,,,41.96884995,-87.76089059,"(41.96884995, -87.76089059)"
2019,102323,3515 3525 W FRANKLIN BLVD,Not Submitted,3515 3525 W FRANKLIN BLVD,,0.0,false,HUMBOLDT PARK,,,,,,,,,,,,,,,,,,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2019,102331,Disney Magnet -CPS,Not Submitted,4140 N Marine Dr,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.95672595,-87.64700522,"(41.95672595, -87.64700522)"
2019,102332,Truman College,Not Submitted,1145 W Wilson Ave,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.9645338,-87.65900659,"(41.9645338, -87.65900659)"
2019,102335,Park Shore,Submitted,4302 4312 N SHERIDAN RD,60613,4.0,false,UPTOWN,Multifamily Housing,53136,1970,1,,100,492211.7,237500,,,,13.7,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2019,102336,Institute of Cultural Affairs,Submitted,4750 N Sheridan Rd,60640-7528,4.0,false,UPTOWN,Office,182250,1921,1,,87,2963028.6,9731870.2,,,,69.7,96.6,66.8,,1009.8,5.5,41.96865627,-87.65524596,"(41.96865627, -87.65524596)"
2019,102337,Buena Shores,Submitted,833  W BUENA AVE,60613,4.0,false,UPTOWN,Multifamily Housing,185358,1970,1,,97,1263740,12815389.7,,,,76,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2019,102340,Grand on Grand Condominium Association,Submitted,200  W GRAND AVE,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,192102,2004,1,,20,5783067,12486727.9,,,,95.1,152.5,92.9,,1625.3,8.5,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2019,102362,1945 W WILSON AVE,Submitted,1945 W WILSON AVE,60640,,true,LINCOLN SQUARE,Mixed Use Property,68070,1979,1,,,2558829.4,5042995.1,,,,111.7,183,110.1,,693.6,10.2,41.96509261,-87.67778064,"(41.96509261, -87.67778064)"
2019,102363,Lane Tech HS -CPS,Not Submitted,2501 W Addison St,,0.0,false,NORTH CENTER,,,,,,,,,,,,,,,,,,41.94498741,-87.69077957,"(41.94498741, -87.69077957)"
2019,102365,Lake View HS -CPS,Not Submitted,4015 N Ashland Ave,,0.0,false,LAKE VIEW,,,,,,,,,,,,,,,,,,41.95525436,-87.66860456,"(41.95525436, -87.66860456)"
2019,102368,Bradley Business Center,Submitted,2500 W Bradley Pl,60618,2.5,false,NORTH CENTER,Mixed Use Property,350000,1956,1,,60,6241087.1,12319490,,,,53,86.9,52.3,,1692.6,4.8,41.95030519,-87.69252546,"(41.95030519, -87.69252546)"
2019,102380,4600 N. Cumberland Condominium Association,Submitted,4600  N CUMBERLAND AVE,60656,4.0,false,OHARE,Multifamily Housing,59706,1974,1,,85,1065884.9,3526083.9,,,,76.9,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2019,102397,1734  N PAULINA ST,Not Submitted,1734  N PAULINA ST,,0.0,false,WEST TOWN,,,,,,,,,,,,,,,,,,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
2019,102408,Mundelein Center,Submitted,1020 W Sheridan Rd,60626,2.0,false,ROGERS PARK,College/University,206160,1930,1,3,,8638361.7,14500058.3,,,,112.2,191.2,110.1,,2207.3,10.7,41.99829028,-87.65676288,"(41.99829028, -87.65676288)"
2019,102409,Senn Achievement Academy -CPS,Not Submitted,5900 N Glenwood Ave,,0.0,false,EDGEWATER,,,,,,,,,,,,,,,,,,41.98901511,-87.66668203,"(41.98901511, -87.66668203)"
2019,102435,60 W ERIE ST,Not Submitted,60 W ERIE ST,,0.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.89158015,-87.63783734,"(41.89158015, -87.63783734)"
2019,102451,Abbott,Submitted,947 E 58th St,60637,4.0,false,HYDE PARK,Laboratory,103005,1926,1,,,2376594.8,,10053479.9,,,120.7,182,117.2,,1062.9,10.3,41.7881573,-87.60321094,"(41.7881573, -87.60321094)"
2019,102452,Regenstein Library,Submitted,1100 E 57th St,60637,1.0,false,HYDE PARK,Library,604950,1971,1,,,22254623.3,54500,47676825.4,13247674.2,,137.6,217.8,137.5,,7340,12.1,41.79221307,-87.59994981,"(41.79221307, -87.59994981)"
2019,102455,Charles M. Harper Cetner (Booth School),Submitted,5807 S Woodlawn Ave,60637,,true,HYDE PARK,College/University,419312,2004,1,,,23586405.4,191590,23224493.3,,,112.1,224.6,111.5,,5233.4,12.5,41.7891404,-87.59555249,"(41.7891404, -87.59555249)"
2019,102456,"High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall",Submitted,5840 S Kenwood Ave,60637,0.0,false,HYDE PARK,K-12 School,543787,1961,7,,,12218085.4,588999.9,,9508403.9,,,,,,,,41.78855503,-87.59395643,"(41.78855503, -87.59395643)"
2019,102460,Museum of Science and Industry,Submitted,5700 S Lake Shore Dr,60637,4.0,false,HYDE PARK,Museum,1211750,1893,1,,,37596553.2,22531637.7,,,,49.6,106.3,,,7443.2,6.1,41.79055467,-87.58295123,"(41.79055467, -87.58295123)"
2019,102473,523 531 W CORNELIA AVE,Not Submitted,523 531 W CORNELIA AVE,,0.0,false,LAKE VIEW,,,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2019,102487,Pine Grove Apartments,Submitted,3639 3649 N PINE GROVE AVE,60613,3.0,false,LAKE VIEW,Multifamily Housing,100338,1968,1,,62,1591762.8,9725146.2,,,,112.8,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2019,102544,Olive-Harvey College,Not Submitted,10001 S Woodlawn Ave,,0.0,false,PULLMAN,,,,,,,,,,,,,,,,,,41.71336917,-87.59225911,"(41.71336917, -87.59225911)"
2019,102545,Chicago Vocational Career Academy -CPS,Not Submitted,2106 E 87th St,,0.0,false,AVALON PARK,,,,,,,,,,,,,,,,,,41.737133,-87.573023,"(41.737133, -87.573023)"
2019,102550,809 817 W EASTWOOD AVE,Not Submitted,809 817 W EASTWOOD AVE,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2019,102552,Palmer Kedzie Condominium Association,Submitted,3127 3139 W PALMER ST,60647,2.0,false,LOGAN SQUARE,Multifamily Housing,60000,2005,1,,45,1026179.5,4361887.2,,,,89.8,,,,,,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2019,102556,Gateway Apartments (Sneider Apartments),Submitted,7450  N ROGERS AVE,60626,1.0,false,ROGERS PARK,Multifamily Housing,97200,2003,1,3821,17,3438103.7,7441199.9,,,,111.9,179.4,110.2,,967,9.9,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2019,102568,Grace Shores,Submitted,639  W GRACE ST,60613,4.0,false,LAKE VIEW,Multifamily Housing,52953,1973,1,,92,444795.1,7271899.9,,,,145.7,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2019,102585,Chicago State University Campus,Submitted,9501 S Martin Luther King Dr,60628-1598,2.0,false,ROSELAND,College/University,1170487,1971,12,22295,,54973256.9,93322310.4,,,,126.7,215.2,124.2,,14102.4,12,41.71825101,-87.61135684,"(41.71825101, -87.61135684)"
2019,102587,Carver Millitary Academy -CPS,Not Submitted,13100 S Carver Dr,,0.0,false,RIVERDALE,,,,,,,,,,,,,,,,,,41.657559,-87.592115,"(41.657559, -87.592115)"
2019,102590,4627 4637 S DREXEL BLVD,Not Submitted,4627 4637 S DREXEL BLVD,,0.0,false,KENWOOD,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,102610,420 W. Ontario Residential Condominium Association,Submitted,420  432 W ONTARIO ST,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,82716,1999,1,,82,1996006.4,1078580.5,,,,37.2,,,,,,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2019,102613,,Exempt,7914 7932 S WABASH AVE,,,true,CHATHAM,,,,,,,,,,,,,,,,,,41.74401302,-87.60549928,"(41.74401302, -87.60549928)"
2019,102643,234-Senior Suites of Jefferson Park,Submitted,5400  N NORTHWEST HWY,60630,1.0,false,JEFFERSON PARK,Senior Care Community,60000,2004,1,,8,1533775.9,5568699.9,,,,118.4,,,,,,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
2019,102690,1250  N LASALLE DR,Submitted,1250  N LASALLE DR,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,160964,1987,1,,83,3804547.2,6862811.5,,,,66.3,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2019,102705,65 E. Goethe Condominium Association,Submitted,65  E GOETHE ST,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,126330,2001,1,,1,8511114.6,10841413.6,,,,153.2,278.8,151.7,,1991.8,15.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2019,102725,237-Senior Suites of W. Humboldt Park,Submitted,3656  W HURON ST,60624,1.0,false,HUMBOLDT PARK,Senior Care Community,70370,2009,1,,15,1815886.9,4508800.2,,,,89.9,,,,,,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2019,102745,Harper Place Condominium Association,Submitted,5309 5343 S HARPER AVE,60615,3.5,false,HYDE PARK,Multifamily Housing,88384,1920,1,,77,1263235,4288577.5,,,,62.8,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2019,102766,Brandon Shores Condo Association,Submitted,6150  N KENMORE AVE,60660,1.0,false,EDGEWATER,Multifamily Housing,54000,1962,1,,6,2368670.8,4921106.7,,,,135,218.5,129.7,,655.4,12.1,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2019,102803,235-Senior Suites of New City,Submitted,4845  S WESTERN AVE,60609,2.5,false,NEW CITY,Senior Care Community,89556,2004,1,,53,2700857.3,4360699.9,,,,78.9,,,,,,41.81195152,-87.65512794,"(41.81195152, -87.65512794)"
2019,102809,1916-34 W. Winona / 5103-5115 N. Winchester,Submitted,5101 5111 N WINCHESTER AVE,60640,4.0,false,LINCOLN SQUARE,Multifamily Housing,68400,1903,1,,89,467788.6,3672464.3,,,,60.5,75.5,59.8,,272.9,4,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2019,102825,Ravenswood Court,Not Submitted,4510 4518 N ASHLAND AVE,,0.0,false,UPTOWN,,,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2019,102838,233-Senior Suites of Hegewisch,Submitted,13550  S AVENUE O,60633,1.5,false,HEGEWISCH,Senior Care Community,60600,2002,1,,40,1628493,4269199.7,,,,97.3,,,,,,41.65140357,-87.54582933,"(41.65140357, -87.54582933)"
2019,102914,Brainerd Senior Center (8915 S. Loomis St.),Submitted,8915  S LOOMIS ST,60620,3.5,false,WASHINGTON HEIGHTS,Multifamily Housing,72000,2000,1,,79,1084357.5,2693763.3,,,,52.5,81.5,51,,323.5,4.5,41.74023286,-87.65352897,"(41.74023286, -87.65352897)"
2019,102926,5736 5752 S STONY ISLAND AVE,Not Submitted,5736 5752 S STONY ISLAND AVE,,0.0,false,HYDE PARK,,,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,102946,Haven Towers,Submitted,7947  S SOUTH CHICAGO AVE,60617,3.0,false,SOUTH CHICAGO,Multifamily Housing,61000,2001,1,,64,1454644.8,3304400,,,,78,,,,,,41.7272413,-87.55513633,"(41.7272413, -87.55513633)"
2019,102987,2019 - 4048 S. Lake Park,Not Submitted,4048  S LAKE PARK AVE,,0.0,false,OAKLAND,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,103052,825 835 W CORNELIA AVE,Not Submitted,825 835 W CORNELIA AVE,,0.0,false,LAKE VIEW,,,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2019,103182,1000 N. LaSalle Apartments,Submitted,1000  N LASALLE DR,60642,1.0,false,NEAR NORTH SIDE,Multifamily Housing,120728,1988,1,,23,2953171.3,10162325.2,,,,108.6,156.9,107.3,,1031.1,8.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2019,103205,7260 S SOUTH SHORE DR,Not Submitted,7260  S SOUTH SHORE DR,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,103264,South Commons - 2941 S Michigan,Submitted,2941 S Michigan Ave,60616,2.0,false,DOUGLAS,Multifamily Housing,67133,1964,1,,42,1112366.6,6482781.2,,,,113.1,147.8,112.2,,529.4,7.9,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2019,103271,1344 N. Dearborn Private Residences,Submitted,1344  N DEARBORN ST,60640,4.0,false,NEAR NORTH SIDE,Multifamily Housing,130200,1963,1,,94,1606785.9,5403018.5,,,,53.8,78.1,53.1,,554.3,4.3,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2019,103273,"THE SAUSAGE KING OF CHICAGO, LLC",Submitted,221  E 121ST PL,60628,3.0,false,WEST PULLMAN,Multifamily Housing,154140,1973,3,,68,2370422.2,12844967.5,,,,98.7,,,,,,41.69755188,-87.61477587,"(41.69755188, -87.61477587)"
2019,103278,33 W. Huron Condominium Association,Submitted,33  W HURON ST,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,185571,1998,1,,99,2398438.1,5495563.5,,,,42.5,,,,,,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2019,103310,Marshall Field Garden Apartment Homes,Submitted,1336 1352 N SEDGWICK ST,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,583000,1929,10,51087,75,9087670.9,46353889.4,,,,95.1,127.1,94.4,,3973.9,6.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2019,103312,199 E LAKE SHORE DR,Submitted,199  E LAKE SHORE DR,60611,,true,NEAR NORTH SIDE,Multifamily Housing,62000,1913,1,,,829938.3,5183399.5,,,,97,,,,,,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2019,103314,Evergreen Tower,Not Submitted,1333  N CLEVELAND AVE,,0.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2019,103315,230 East Ontario Condominium Association,Submitted,230  E ONTARIO ST,60611,2.0,false,NEAR NORTH SIDE,Multifamily Housing,163000,1969,1,,48,3810702.4,8984187.4,,,,78.5,,,,,,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2019,103317,33 East Cedar Condominium Association,Submitted,27 39 E CEDAR ST,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,184432,1958,1,,91,2064734.3,8988273,,,,59.9,82.5,59.1,,820.9,4.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2019,103409,7733 S SOUTH SHORE DR,Not Submitted,7733  S SOUTH SHORE DR,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,103449,7616 S SOUTH SHORE DR,Submitted,7616  S SOUTH SHORE DR,60649,,true,SOUTH SHORE,Multifamily Housing,58636,1971,1,,,855422.5,4830099.9,,,,97,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,103475,7235 7245 S JEFFERY BLVD,Not Submitted,7235 7245 S JEFFERY BLVD,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,103495,7465 S SOUTH SHORE DR,Not Submitted,7465  S SOUTH SHORE DR,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,103573,6446 6458 S KENWOOD AVE,Not Submitted,6446 6458 S KENWOOD AVE,,0.0,false,WOODLAWN,,,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,103580,Good Shepherd Manor,Not Submitted,6720  S CORNELL AVE,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,103593,St. Edmund's Tower,Not Submitted,6145  S MICHIGAN AVE,,0.0,false,WASHINGTON PARK,,,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,103594,NBC Tower,Submitted,455 N Cityfront Plaza Dr,60611,3.5,false,NEAR NORTH SIDE,Office,939350,1988,1,,77,82106641,,,,,87.4,,,,,,41.890071,-87.621562,"(41.890071, -87.621562)"
2019,103595,Chicago Board of Trade Building,Submitted,141 W Jackson Blvd,60604,3.5,false,LOOP,Office,1559956,1930,1,,79,90609993.2,,,38913996,,83,185.3,82.4,,17125,11,41.87750025,-87.63227855,"(41.87750025, -87.63227855)"
2019,103596,550 W Jackson,Submitted,550 W Jackson Blvd,60661,4.0,false,NEAR WEST SIDE,Office,433994,2001,1,,67,26453891.1,,,,,61,,,,,,41.8783471,-87.64152501,"(41.8783471, -87.64152501)"
2019,103597,30 N LaSalle St,Submitted,30 N LaSalle St,60602,4.0,false,LOOP,Office,1095104,1974,1,,72,39015674.1,53582939.6,,,,84.6,,,,,,41.88284628,-87.63290243,"(41.88284628, -87.63290243)"
2019,103600,10 S LaSalle St,Submitted,10 S LaSalle St,60603,3.0,false,LOOP,Office,871962,1986,1,,61,50088296.5,539163,,,,58.1,161.5,57.5,,8361.5,9.6,41.88160573,-87.6327278,"(41.88160573, -87.6327278)"
2019,103601,120 S LaSalle St,Submitted,120 S LaSalle St,60603,4.0,false,LOOP,Office,760892,1929,1,4268,100,,19427038.6,,10357475.8,,39.1,39.2,38.4,,1577.7,2.1,41.88035359,-87.63280586,"(41.88035359, -87.63280586)"
2019,103604,525 W Monroe St,Submitted,525 W Monroe St,60661,4.0,false,NEAR WEST SIDE,Office,1028492,1983,1,,76,53138180.9,910194.5,,,,52.6,,,,,,41.880543,-87.640541,"(41.880543, -87.640541)"
2019,103605,515 North State,Submitted,515 N STATE ST,60654,4.0,false,NEAR NORTH SIDE,Office,757990,1990,1,,83,32423874.3,,,,,42.8,,,,,,41.89145096,-87.62732703,"(41.89145096, -87.62732703)"
2019,103606,Willis Tower,Submitted,233 S Wacker Dr,60606,2.5,false,LOOP,Office,4483315,1973,1,,58,349545069.6,58477236.2,,,,91,232,,,61257.8,13.7,41.87887581,-87.63587349,"(41.87887581, -87.63587349)"
2019,103608,329 W 18th St,Not Submitted,329 W 18th St,,0.0,false,LOWER WEST SIDE,,,,,,,,,,,,,,,,,,41.857685,-87.636254,"(41.857685, -87.636254)"
2019,103611,Clark-Adams,Submitted,105 W Adams St,60603,,true,LOOP,Office,490273,1927,1,,,19196819.6,32965007.2,,,,106.4,180.2,104.7,,4944.6,10.1,41.879395,-87.630986,"(41.879395, -87.630986)"
2019,103614,Ann & Robert H. Lurie Children's Hospital of Chicago,Submitted,225 E Chicago Ave,60611,3.0,false,NEAR NORTH SIDE,Hospital (General Medical & Surgical),1250000,2012,1,,65,115341192.8,171329827.8,,,,230.9,,,,,,41.896764,-87.621559,"(41.896764, -87.621559)"
2019,103615,NMH Prentice Womens Hospital,Submitted,250 E Superior St,60611,3.0,false,NEAR NORTH SIDE,Hospital (General Medical & Surgical),945000,2007,1,47973,47,88026733.9,125330879.5,,,,225.8,400.1,224.8,,21301.4,22.5,41.89627286,-87.62088103,"(41.89627286, -87.62088103)"
2019,103617,33 E Congress,Not Submitted,33 E Congress Pkwy,,0.0,false,LOOP,,,,,,,,,,,,,,,,,,41.87540112,-87.62651136,"(41.87540112, -87.62651136)"
2019,103621,SpringHill Suites - Residence Inn,Submitted,400 410 N Dearborn St,60654,1.5,false,NEAR NORTH SIDE,Hotel,353000,2008,1,,38,16183481.1,27201500.8,,,,122.9,209.3,122.3,,4137.2,11.7,41.88948997,-87.62960735,"(41.88948997, -87.62960735)"
2019,103626,151 N Franklin St,Submitted,151 N Franklin St,60606,4.0,false,LOOP,Office,947870,2018,1,,97,25673430.2,24770.4,,16615487.7,,44.6,91.8,44.1,,5148.1,5.4,41.88455237,-87.63533591,"(41.88455237, -87.63533591)"
2019,103628,1K Fulton,Submitted,1000 W Fulton St,60607,4.0,false,NEAR WEST SIDE,Office,562779,1923,1,11757,82,20332527.7,21427776.9,,,,74.2,141.1,73.5,,4520.7,8,41.88677646,-87.65227883,"(41.88677646, -87.65227883)"
2019,103630,Stroger Hospital Campus,Submitted,1901 W Harrison St,60612,1.0,false,NEAR WEST SIDE,Hospital (General Medical & Surgical),1596300,2002,4,230640,8,168094500.2,339283940.7,,,,317.8,518,315.6,,45985.9,28.8,41.874071,-87.674135,"(41.874071, -87.674135)"
2019,103632,NMH Feinberg Pavilion and Galter Pavilion,Submitted,251 E Huron St,60654,3.0,false,NEAR NORTH SIDE,Hospital (General Medical & Surgical),2200000,1999,1,126590,47,194386928.6,362847769.8,,,,253.3,420.6,252.9,,51611.6,23.5,41.89458666,-87.62152834,"(41.89458666, -87.62152834)"
2019,103634,Lewis & O'Malley,Submitted,25 E Jackson Blvd,60604,,true,LOOP,,,,,,,13062053.8,17732375.6,,,,81,145.1,79.9,,,,41.878202,-87.626867,"(41.878202, -87.626867)"
2019,103638,The Field Museum,Submitted,1400 S Lake Shore Dr,60605,,true,NEAR SOUTH SIDE,Mixed Use Property,1280537,1921,1,,,61793357,84011452.7,,,,113.9,,,,,,41.866211,-87.61703464,"(41.866211, -87.61703464)"
2019,103639,LaSalle-Wacker Building,Submitted,221 N LaSalle St,60601,3.5,false,LOOP,Office,518217,1930,1,,80,16000464.8,21495767.6,,,,72.4,130,71.5,,3803.6,7.3,41.88653309,-87.63199926,"(41.88653309, -87.63199926)"
2019,103640,One North LaSalle,Submitted,1 N LaSalle St,60602-3902,3.5,false,LOOP,Office,554777,1929,1,,76,15202711.9,28422819.5,,,,78.6,,,,,,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
2019,103641,33 N LaSalle St,Submitted,33 N LaSalle St,60602,3.0,false,LOOP,Office,477171,1929,1,,61,15770799.7,27331044,,,,93,,,,,,41.88286478,-87.63205333,"(41.88286478, -87.63205333)"
2019,103643,180 N LaSalle St,Submitted,180 N LaSalle St,60601,3.5,false,LOOP,Office,859786,1972,1,,77,26555838.3,26676642.5,,,,82.1,,,,,,41.88538772,-87.63289117,"(41.88538772, -87.63289117)"
2019,103644,200 N LaSalle Ave,Submitted,200 N LaSalle Ave,60601,3.5,false,LOOP,Office,698645,1984,1,,74,34945089.8,,,,,50,140.1,50,,5813.6,8.3,41.88607935,-87.63304163,"(41.88607935, -87.63304163)"
2019,103645,203 N LaSalle St,Submitted,203 N LaSalle St,60601,3.0,false,LOOP,Office,660397,1985,1,7261,66,40812603.9,858445.7,,,,63.1,174.4,62.3,,6835.3,10.4,41.88606221,-87.63169041,"(41.88606221, -87.63169041)"
2019,103647,135 S LaSalle Property LLC,Submitted,135 S LaSalle St,60603,2.5,false,LOOP,Office,1547120,1934,1,,55,59093997.5,83948849,,29995930.7,,111.8,181.6,110.7,,15870.8,10.3,41.87977276,-87.63155683,"(41.87977276, -87.63155683)"
2019,103651,Four40,Submitted,440 S LaSalle St,60605,2.5,false,LOOP,Office,1151330.2,1984,1,,59,86167228,1126477.4,,,,75.8,,,,,,41.87595944,-87.63219354,"(41.87595944, -87.63219354)"
2019,103653,River North Point,Submitted,350 N Orleans St,60654,2.0,false,NEAR NORTH SIDE,Office,1883966,1975,1,,41,145697825.1,2437000,,38456399.6,,99,236.5,98.3,,26395,14,41.88851686,-87.63777722,"(41.88851686, -87.63777722)"
2019,103655,Stein Place,Submitted,5825  S DORCHESTER AVE,60637,3.0,false,HYDE PARK,Multifamily Housing,81561,1966,1,,67,1647491,,5197481.9,,,83.9,133.2,81.5,,602.2,7.4,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,130684,Chicago Medical Training Office,Not Submitted,7431 7445 S EAST END AVE,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.75920991,-87.58321697,"(41.75920991, -87.58321697)"
2019,103656,Merchandise Mart,Submitted,222 Merchandise Mart Plz,60654,,true,NEAR NORTH SIDE,Office,4131093,1930,1,29666,,119360460.6,90972398,,43033103,,61.3,113.5,60.8,,26957.2,6.5,41.88798761,-87.63534171,"(41.88798761, -87.63534171)"
2019,103661,One Magnificent Mile,Submitted,980 N Michigan Ave,60611,2.5,false,NEAR NORTH SIDE,Mixed Use Property,1017675,1983,1,,59,53799324.2,,,,,52.9,148,52,,8950.3,8.8,41.90055628,-87.62421483,"(41.90055628, -87.62421483)"
2019,103664,Northern Trust Headquarters,Submitted,50 S LaSalle St,60603,3.5,false,LOOP,Financial Office,580000,1963,1,7404,71,23456425.2,19298789.2,,,,73.7,148.2,72.1,,4927.4,8.5,41.88103427,-87.63261241,"(41.88103427, -87.63261241)"
2019,103677,150 N RIVERSIDE PLAZA,Submitted,150 N RIVERSIDE PLAZA,60453,3.5,false,NEAR WEST SIDE,Office,1487050,2017,1,,77,78018348.4,1456264.5,,,,53.4,,,,,,41.88383779,-87.63851426,"(41.88383779, -87.63851426)"
2019,103679,300 South Riverside Plaza,Submitted,300 S Riverside Plz,60606,3.0,false,NEAR WEST SIDE,Office,1225724,1983,1,12847,69,75462658.1,,,,,61.6,172.4,60.8,,12554.3,10.2,41.877973,-87.638874,"(41.877973, -87.638874)"
2019,103681,Fordham Hall- ID# 103681,Submitted,6427-6455 N Sheridan Rd,60626,2.5,false,ROGERS PARK,Residence Hall/Dormitory,113750,1991,1,6,35,3581102.1,13309000.4,,,,148.5,211,146.3,,1302.7,11.5,41.99972255,-87.66065332,"(41.99972255, -87.66065332)"
2019,103682,2019 - 4624 S Ellis,Not Submitted,4624  S ELLIS AVE,,0.0,false,KENWOOD,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,103684,NMH Arkes Family Pavilion,Submitted,676 N St Clair St,60611,2.5,false,NEAR NORTH SIDE,Medical Office,675000,1980,1,19382,59,84471225.2,239375,,,,125.5,350.8,123.9,,14065.7,20.8,41.894419,-87.622789,"(41.894419, -87.622789)"
2019,103685,One North State,Submitted,1 N State St,60602,3.0,false,LOOP,Office,829068,1910,1,7289,67,30495828.2,20410658.2,,,,61.4,128.8,60.4,,6157.5,7.4,41.88238964,-87.62728409,"(41.88238964, -87.62728409)"
2019,103687,Sullivan Center,Submitted,1 S State St,60603,4.0,false,LOOP,Office,963386,1899,1,,81,25505368.8,34978303.2,,,,62.8,,,,,,41.88190243,-87.62775418,"(41.88190243, -87.62775418)"
2019,103689,Old Chicago Main Post Office,Exempt,404 W HARRISON ST,,,true,NEAR WEST SIDE,,,,,,,,,,,,,,,,,,41.87665199,-87.63815929,"(41.87665199, -87.63815929)"
